code,description,abc_class,description1,description2,description3,apn,group_code,brand,condition_code,default_conversion_factor,issue_ctrl,stk_licences_rebate_flag,pack_weight,title,stock_status,sales_type,user_only_alpha20_1,user_only_alpha20_2,user_only_alpha4_1,user_only_alpha4_2,user_only_alpha4_3,user_only_alpha4_4,user_only_date1,user_only_date2,user_only_num1,user_only_num2,user_only_num3,user_only_num4,pronto_user_group,pronto_user_group_1,saleability,visibility,uom,pack_size,updated_at,created_at,prices,notes,alternative_products,companion_products,inventory_quantities,uoms,categories
TEKR17BROWNINGBM,TEKMAT BROWNING BUCK MARK GUN CLEANING MAT,,TEKMAT,BROWNING BUCK MARK,GUN CLEANING MAT,888151041970,TEK,TEKMAT,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:04 18-Dec-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '20.251', 'ex_tax': '18.41', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '20.251', 'ex_tax': '18.41'}}",,,,"{'warehouse': '1', 'quantity': '6.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",guncasesbags|100_0|TEK|TEK|TEKMAT
EVSCOPE2,Unistellar eVscope 2 (No Backpack) Motorised ALT-AZ,,Unistellar eVscope 2,(No Backpack),Motorised ALT-AZ,3701393200165,UNI,UNISTELLAR,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:39 01-Feb-2022,"{'debtor': '210326', 'breaks': [{'price_rule': '20', 'currency_code': '', 'inc_tax': '5292.54', 'ex_tax': '4811.4', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '5292.54', 'ex_tax': '4811.4'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '1STW', 'quantity': '1.0'}{'warehouse': '1MA', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '77.0', 'width': '48.0', 'depth': '29.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '13.42', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",5000_0|UNI|UNI|unistellar|end-of-line-clearance|UNISTELLAR
SKH-BB-SC-ASSY,SKULL HOOKER COMBO PACK SKULL CAP (BROWN) & BONE BRACKET (BLACK),,SKULL HOOKER COMBO PACK,SKULL CAP (BROWN) & BONE,BRACKET (BLACK),856643002198,SH,SKULLHOOK,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,14:13 10-Nov-2020,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '52.481', 'ex_tax': '47.71', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '52.481', 'ex_tax': '47.71'}}",,,,"{'warehouse': '1', 'quantity': '6.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SH|SH|skull-hooker|SKULLHOOK
TEK-TRUMP-2024,TEKMAT TRUMP 2024 GUN CLEANING MAT,,TEKMAT,TRUMP 2024,GUN CLEANING MAT,888151040706,TEK,TEKMAT,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:37 22-Mar-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '17.391', 'ex_tax': '15.81', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '17.391', 'ex_tax': '15.81'}}",,,,"{'warehouse': '1', 'quantity': '18.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|TEK|TEK|TEKMAT
SME-SHW,Self-Healing Windmill,,Self-Healing Windmill,,,888151017203,SME,SME,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:56 15-Nov-2017,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '45.221', 'ex_tax': '41.11', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '45.221', 'ex_tax': '41.11'}}","{'type': 'SD', 'note': 'B07C2VMCDV'}",,,"{'warehouse': '1', 'quantity': '12.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '1.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1AO', 'quantity': '0.0'}{'warehouse': '1AV', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",targets|100_0|SME|SME|SME
SKH-LH-ASSY-BLK,SKULL HOOKER LITTLE HOOKER (SML & MED TROPHIES) - BLACK,,SKULL HOOKER LITTLE HOOKER,(SML & MED TROPHIES) - BLACK,,856643002037,SH,SKULLHOOK,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,14:14 10-Nov-2020,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '67.892', 'ex_tax': '61.72', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '67.892', 'ex_tax': '61.72'}}",,,,"{'warehouse': '1', 'quantity': '10.0'}{'warehouse': 'AB', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SH|SH|SKULLHOOK
ZTC-HDG-S,ZEROTECH HOODIE DK GREY S RRP $89,,ZEROTECH HOODIE DK GREY S,RRP $89,,9334046004441,ZTC,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:40 16-Dec-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '59.455', 'ex_tax': '54.05', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '59.455', 'ex_tax': '54.05'}}",,,,"{'warehouse': '1', 'quantity': '8.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|zerotech|ZTC|ZTC|ZEROTECH
ZTC-HDG-XL,ZEROTECH HOODIE DK GREY XL RRP $89,,ZEROTECH HOODIE DK GREY XL,RRP $89,,9334046003864,ZTC,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:41 16-Dec-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '59.455', 'ex_tax': '54.05', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '59.455', 'ex_tax': '54.05'}}",,,,"{'warehouse': '1', 'quantity': '36.0'}{'warehouse': 'IO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|zerotech|ZTC|ZTC|ZEROTECH
ZTC-TEAMTEE-L,ZEROTECH TEAM TEE LARGE BLACK RRP $44.95,,ZEROTECH TEAM TEE LARGE BLACK,,RRP $44.95,,ZTPM,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:04 13-Dec-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '38.445', 'ex_tax': '34.95', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '38.445', 'ex_tax': '34.95'}}",,,,"{'warehouse': '1', 'quantity': '2.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MB', 'quantity': '0.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '2', 'quantity': '0.0'}{'warehouse': '5', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '0.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '8', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1TC', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ZTPM|ZTPM|ZEROTECH
ZTC-TEAMTEE-2XL,ZEROTECH TEAM TEE 2XL RRP $44.95,,ZEROTECH TEAM TEE 2XL,RRP $44.95,,,ZTPM,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:02 13-Dec-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '38.445', 'ex_tax': '34.95', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '38.445', 'ex_tax': '34.95'}}",,,,"{'warehouse': '1', 'quantity': '10.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MB', 'quantity': '0.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '2', 'quantity': '0.0'}{'warehouse': '5', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '0.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '8', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1TC', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ZTPM|ZTPM|ZEROTECH
ZTC-TEAMTEE-XL,ZEROTECH TEAM TEE XTRA LARGE RRP $44.95,,ZEROTECH TEAM TEE XTRA LARGE,,RRP $44.95,,ZTPM,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:03 13-Dec-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '38.445', 'ex_tax': '34.95', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '38.445', 'ex_tax': '34.95'}}",,,,"{'warehouse': '1', 'quantity': '10.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MB', 'quantity': '0.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '2', 'quantity': '0.0'}{'warehouse': '5', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '0.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '8', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1TC', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ZTPM|ZTPM|ZEROTECH
AC32098,TRIJICON RMR CC DOVETAIL MOUNT ALL GLOCK PISTOLS (NON MOS) RMR COMPACT,,TRIJICON RMR CC DOVETAIL MOUNT,ALL GLOCK PISTOLS (NON MOS),RMR COMPACT,719307616318,TRIJ,TRIJICON,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,14:02 29-Mar-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '110.0', 'ex_tax': '100.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '110.0', 'ex_tax': '100.0'}}",,,,"{'warehouse': '1', 'quantity': '3.0'}{'warehouse': 'KIT', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|TRIJ|TRIJ|end-of-line-clearance|TRIJICON
803,BSA DRY-PACK MOISTURE GRANULES REFILL PACK FOR PART 804,,BSA DRY-PACK MOISTURE GRANULES,REFILL PACK FOR PART 804,,,BSA,BSA,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:23 28-Nov-2014,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '10.989', 'ex_tax': '9.99', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '10.989', 'ex_tax': '9.99'}}",,,,"{'warehouse': '1', 'quantity': '48.0'}{'warehouse': '1A', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|BSA|BSA|end-of-line-clearance|BSA
AC31021,TRIJICON MRO SCOPE COVER CLEAR RUBBER,,TRIJICON MRO SCOPE COVER CLEAR,RUBBER,,719307630420,TRIJ,TRIJICON,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:49 05-Mar-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '66.0', 'ex_tax': '60.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '66.0', 'ex_tax': '60.0'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|TRIJ|TRIJ|end-of-line-clearance|TRIJICON
AC12028,"TRIJICON BOBRO SHORT Q/R WEAVER MNT FOR 1X,2X,3X ACOG",,TRIJICON BOBRO SHORT Q/R,"WEAVER MNT FOR 1X,2X,3X ACOG",,719307304857,TRIJ,TRIJICON,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:53 26-Nov-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '192.5', 'ex_tax': '175.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '192.5', 'ex_tax': '175.0'}}",,,,"{'warehouse': '1', 'quantity': '5.0'}{'warehouse': 'KIT', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|TRIJ|TRIJ|end-of-line-clearance|TRIJICON
GL613-C-600846,TRIJICON HD XR NIGHT SIGHT SET ORANGE FRONT. GLOCK 42 & 43,,TRIJICON HD XR NIGHT SIGHT SET,ORANGE FRONT. GLOCK 42 & 43,,719307213975,TRIJ,TRIJICON,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:48 23-May-2018,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '159.5', 'ex_tax': '145.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '159.5', 'ex_tax': '145.0'}}",,,,"{'warehouse': '1', 'quantity': '5.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|TRIJ|TRIJ|end-of-line-clearance|TRIJICON
GL02,TRIJICON GLOCK SIGHT INST. KIT,,TRIJICON GLOCK SIGHT INST. KIT,,,719307200265,TRIJ,TRIJICON,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,14:49 23-May-2018,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '154.0', 'ex_tax': '140.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '154.0', 'ex_tax': '140.0'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}{'warehouse': 'KIT', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|TRIJ|TRIJ|end-of-line-clearance|TRIJICON
SWA-DOB10GTIK,"GoTo Upgrade Kit for 10"" Dobsonian (Wi-Fi)",,"GoTo Upgrade Kit for 10""",Dobsonian (Wi-Fi),,9334046006131,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:27 14-Jul-2022,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '1416.041', 'ex_tax': '1287.31', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1416.041', 'ex_tax': '1287.31'}}","{'type': '**', 'note': 'wifi skywatcher'}",,,"{'warehouse': '1', 'quantity': '3.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '22.8', 'height': '0.75', 'width': '0.58', 'depth': '0.32'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",5000_0|SKY|SKY|SKYWATCHER
SWDM190-OTA,190/1000 Premium Photo Maksutov-Newtonian OTA,,190/1000 Premium Photo,Maksutov-Newtonian OTA,,9334046007459,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:50 13-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '2478.377', 'ex_tax': '2253.07', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '2478.377', 'ex_tax': '2253.07'}}","{'type': '**', 'note': 'skywatcher optical tube assembly'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '1A', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",optical-tube-assemblies|5000_0|SKY|SKY|maksutov-newtonians|photo-reflectors|SKYWATCHER
VMA65CMR4T,"VANGUARD 6.5 CM MEATEATER SPECIAL, 24IN TB, CREEDMOOR",,VANGUARD 6.5 CM MEATEATER,"SPECIAL, 24IN TB, CREEDMOOR",,747115445196,WBY,WEATHERBY,O,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:55 29-Jun-2020,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '2049.3', 'ex_tax': '1863.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '2049.3', 'ex_tax': '1863.0'}}",,,,"{'warehouse': '1', 'quantity': '2.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",vanguard|Weatherby|5000_0|WBY|WBY|meateater|WEATHERBY
VMA7MMRR6T,"VANGUARD 7MM REM MEATEATER SPECIAL, 26IN TB",,VANGUARD 7MM REM MEATEATER,"SPECIAL, 26IN TB",,747115445455,WBY,WEATHERBY,O,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:56 29-Jun-2020,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '2049.3', 'ex_tax': '1863.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '2049.3', 'ex_tax': '1863.0'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",vanguard|Weatherby|5000_0|WBY|WBY|meateater|WEATHERBY
94224,Polar Finderscope AVX / CGEM,,Polar Finderscope AVX / CGEM,,,050234942249,CELS,CELESTRON,O,1,,,0.16,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:24 08-May-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '20', 'currency_code': '', 'inc_tax': '49.126', 'ex_tax': '44.66', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '49.126', 'ex_tax': '44.66'}}","{'type': 'SD', 'note': 'B00009X3UQ'}",,,"{'warehouse': '1', 'quantity': '1.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': 'IO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.16', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|CELS|CELS|end-of-line-clearance|CELESTRON
